TeamId	PlayerId	IsCurrentPlayer	GameStarted	SubOn	SubOff	Yellow	SecondYellow	Red	Goals	Assists	TotalPasses	AccuratePasses	AerialWon	AerialLost	Rating	ManOfTheMatch	TotalTackles	Interceptions	Fouls	OffsidesWon	TotalClearances	WasDribbled	TotalShots	ShotsOnTarget	ShotsBlocked	OwnGoals	KeyPasses	Dribbles	WasFouled	Offsides	Dispossesed	Turnovers	TotalCrosses	AccurateCrosses	TotalLongBalls	AccurateLongBalls	TotalThroughBalls	AccurateThroughBalls	RegionCode	TeamRegionCode	TeamName	PositionText	PlayedPositionsRaw	Height	Weight	FirstName	LastName	KnownName	WSName	DateOfBirth	Ranking	PositionShort	PositionLong	Name	Age
1239	88492	FALSE	3	4	2	1	0	0	0	0	193	174	3	16	6.377142857142857	0	12	6	7	0	4	4	1	0	0	0	3	1	1	0	3	2	0	0	12	7	0	0	br	br	Flamengo	Midfielder	-MC-	183	82	Rómulo	Borges Monteiro	Rómulo	NA	1990-09-18	27	M(C)	Midfielder (Centre)	Rómulo	28
1239	318455	TRUE	6	5	3	3	0	0	0	0	278	242	6	3	6.373636363636362	0	15	9	14	0	6	8	1	0	2	0	2	1	3	0	3	3	2	0	17	10	0	0	py	br	Flamengo	Midfielder	-DMC-	178	72	Robert	Piris da Motta	NA	NA	1994-07-25	28	DMC	Defensive Midfielder (C)	Robert Piris da Motta	24
1239	355659	FALSE	4	10	4	1	0	0	0	0	199	179	3	1	6.345	0	12	3	13	0	2	2	2	1	0	0	3	12	7	0	10	10	12	3	13	12	0	0	br	br	Flamengo	Midfielder	-MC-	181	78	Jean Lucas	de Souza Oliveira	Jean Lucas	NA	1998-06-21	29	M(C)	Midfielder (Centre)	Jean Lucas	20
1239	318436	FALSE	6	15	6	3	0	0	1	1	176	144	6	15	6.324761904761906	0	8	2	13	0	1	9	18	8	0	0	7	19	23	3	21	16	10	0	6	3	1	1	co	br	Flamengo	Midfielder	-AML-	171	66	Marlos	Moreno	NA	NA	1996-09-19	30	AM(L)	Attacking Midfielder (Left)	Marlos Moreno	22
1239	325152	TRUE	0	9	0	0	0	0	0	1	52	40	2	2	6.262222222222222	0	2	0	3	0	0	4	5	2	0	0	1	5	5	0	3	4	8	0	0	0	0	0	co	br	Flamengo	Midfielder	-AMR-	182	73	Orlando	Berrío	NA	NA	1991-02-13	31	AM(R)	Attacking Midfielder (Right)	Orlando Berrío	28
1239	348069	TRUE	2	7	2	0	0	0	0	0	61	41	4	7	6.1	0	4	0	8	0	2	2	5	3	0	0	2	1	3	2	7	9	1	0	0	0	0	0	br	br	Flamengo	Forward	NA	175	60	Lincoln	Correa dos Santos	Lincoln	NA	2000-12-15	32	Forward	Forward	Lincoln	18
1239	358071	TRUE	1	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	br	br	Flamengo	Defender	NA	179	0	Matheus	de Jesus Dantas	Matheus Dantas	NA	1998-09-04	33	Defender	Defender	Matheus Dantas	20
1234	75752	TRUE	28	3	11	9	0	1	7	14	836	634	10	38	7.485161290322581	7	21	12	27	0	8	26	76	32	1	0	69	71	126	4	46	62	191	58	82	50	8	4	br	br	Palmeiras	Midfielder	-AMC-AML-AMR-	165	66	Eduardo	Pereira Rodrigues	Dudu	NA	1992-01-06	1	AM(CLR)	Attacking Midfielder (Centre, Left, Right)	Dudu	27
1234	74447	TRUE	20	0	4	5	0	0	1	2	993	743	22	28	7.3905	3	85	66	42	2	46	37	6	3	3	0	23	12	21	0	10	14	53	14	199	106	1	1	br	br	Palmeiras	Defender	-DR-	176	74	Marcos Luis	Rocha Aquino	Marcos Rocha	Marcos Rocha	1988-12-10	2	D(R)	Defender (Right)	Marcos Rocha	30
1234	103383	TRUE	13	1	0	4	0	0	2	0	498	386	42	29	7.175714285714284	1	16	19	14	3	81	3	5	3	12	0	0	1	12	1	0	6	1	0	105	42	0	0	py	br	Palmeiras	Defender	-DC-	185	85	Gustavo	Gómez	NA	NA	1993-05-05	3	D(C)	Defender (Centre)	Gustavo Gómez	26
1234	114164	TRUE	21	1	0	5	0	0	1	1	925	773	79	34	7.085454545454545	2	26	40	20	10	140	5	15	5	16	0	4	3	11	1	0	8	0	0	152	64	0	0	br	br	Palmeiras	Defender	-DC-	191	79	Antônio Carlos	Cunha Capocasali Junior	Antônio Carlos	NA	1993-03-06	4	D(C)	Defender (Centre)	Antônio Carlos	26
1234	13551	TRUE	26	3	9	15	0	0	2	1	1076	867	83	32	7.073103448275864	2	60	51	43	0	64	37	19	4	13	0	15	8	27	2	10	19	3	1	171	102	0	0	br	br	Palmeiras	Midfielder	-MC-	183	85	Felipe	Melo de Carvalho	Felipe Melo	NA	1983-06-25	5	M(C)	Midfielder (Centre)	Felipe Melo	35
1234	119540	TRUE	17	0	2	6	0	1	2	0	516	376	28	22	7.0452941176470585	0	31	25	21	2	71	8	4	3	5	0	0	1	15	1	1	8	0	0	138	45	0	0	br	br	Palmeiras	Defender	-DC-	189	86	Luan	Garcia Teixeira	Luan	NA	1993-05-09	6	D(C)	Defender (Centre)	Luan	26
1234	101772	TRUE	21	11	9	2	0	0	10	4	589	478	14	60	7.0275	4	47	16	48	0	10	26	66	29	0	0	28	22	38	8	33	62	22	5	18	10	3	2	br	br	Palmeiras	Forward	-AML-AMR-FW-	171	78	Willian	Gomes de Siqueira	Willian	NA	1986-11-18	7	AM(LR),FW	Attacking Midfielder (Left, Right) / Forward	Willian	32
1234	130563	TRUE	14	6	1	3	0	0	0	2	718	608	22	15	6.987500000000002	0	42	38	25	3	38	9	2	0	2	0	14	5	8	3	9	13	42	9	68	34	1	0	br	br	Palmeiras	Defender	-DR-	178	68	Mayke	Rocha de Oliveira	Mayke	NA	1992-11-09	8	D(R)	Defender (Right)	Mayke	26
1234	135641	TRUE	11	15	2	6	0	1	9	2	323	183	106	86	6.924615384615383	3	8	8	27	0	21	4	41	20	0	0	17	8	48	11	21	47	3	0	20	8	3	2	br	br	Palmeiras	Forward	-FW-	185	78	Deyverson Brum	Silva Acosta	Deyverson	NA	1991-05-07	9	FW	Forward	Deyverson	28
1234	295008	TRUE	16	7	5	5	0	0	1	0	627	496	55	28	6.918260869565217	1	68	24	61	0	43	31	10	2	5	0	4	5	28	1	5	9	1	0	79	43	0	0	br	br	Palmeiras	Midfielder	-DMC-	181	78	Thiago	dos Santos	Thiago Santos	NA	1989-09-04	10	DMC	Defensive Midfielder (C)	Thiago Santos	29
1234	132282	TRUE	27	6	7	7	0	0	9	3	1365	1171	17	32	6.917272727272728	2	61	27	69	3	29	38	46	16	4	0	24	14	38	0	21	22	29	1	143	82	2	1	br	br	Palmeiras	Midfielder	-MC-	180	79	Bruno Henrique	Corsini	Bruno Henrique	NA	1989-10-20	11	M(C)	Midfielder (Centre)	Bruno Henrique	29
1234	284602	TRUE	9	0	3	0	0	0	1	1	202	131	6	24	6.8933333333333335	0	19	10	12	0	3	10	11	5	0	0	12	15	22	7	18	25	22	2	6	3	2	2	br	br	Palmeiras	Midfielder	-AML-AMR-	178	68	Marcos	da Silva França	Keno	NA	1989-09-09	12	AM(LR)	Attacking Midfielder (Left, Right)	Keno	29
1234	202106	FALSE	7	0	0	0	0	0	0	0	343	304	18	15	6.864285714285714	0	1	2	5	1	35	0	5	1	7	0	2	0	3	0	0	4	1	1	26	9	0	0	br	br	Palmeiras	Defender	-DC-	185	76	Thiago	Martins Bueno	Thiago Martins	NA	1995-03-16	13	D(C)	Defender (Centre)	Thiago Martins	24
1234	115894	TRUE	26	8	19	8	0	0	5	3	1176	994	3	23	6.85735294117647	2	50	10	64	0	3	30	36	10	2	0	58	29	49	6	35	36	67	17	83	56	8	5	br	br	Palmeiras	Midfielder	-AMC-	174	70	Lucas Rafael	Araujo Lima	Lucas Lima	NA	1990-07-08	14	AM(C)	Attacking Midfielder (Centre)	Lucas Lima	28
1234	102023	TRUE	23	0	1	1	0	0	0	0	416	223	11	0	6.842173913043479	0	2	0	0	0	18	0	0	0	0	0	1	0	1	0	0	0	0	0	316	124	0	0	br	br	Palmeiras	Goalkeeper	-GK-	189	87	Weverton	Pereira da Silva	Weverton	NA	1987-12-12	15	GK	Goalkeeper	Weverton	31
1234	93433	TRUE	18	3	1	8	0	0	0	2	699	578	25	22	6.818095238095238	1	38	25	28	5	45	16	3	1	6	0	15	14	16	1	13	21	34	5	44	23	0	0	br	br	Palmeiras	Defender	-DL-ML-	179	67	Diogo	Barbosa Medonha	Diogo Barbosa		1992-08-16	16	D(L),M(L)	Defender (Left) / Midfielder (Left)	Diogo Barbosa	26
1234	149574	TRUE	21	1	2	4	0	0	1	0	758	618	19	18	6.800909090909091	0	32	37	18	2	38	18	18	6	2	0	8	9	21	2	10	23	31	5	94	45	0	0	br	br	Palmeiras	Defender	-DL-DMC-	180	76	Victor Luis	Chuab Zamblauskas	Victor Luis	NA	1993-06-22	17	D(L),DMC	Defender (Left) / Defensive Midfielder (C)	Victor Luis	25
1234	136823	TRUE	15	1	11	5	0	0	3	1	265	179	51	62	6.76125	1	19	2	29	0	19	9	33	8	1	0	8	9	13	10	16	33	9	2	10	5	0	0	co	br	Palmeiras	Forward	-FW-	183	87	Miguel	Borja	NA	NA	1993-01-25	18	FW	Forward	Miguel Borja	26
1234	82241	TRUE	16	12	5	6	0	0	2	0	781	611	46	44	6.730714285714286	0	41	21	28	0	23	19	22	7	2	0	21	14	26	0	18	30	22	3	51	30	2	1	br	br	Palmeiras	Midfielder	-MC-	184	85	Moisés	Lima Magalhães	Moisés	NA	1988-03-16	19	M(C)	Midfielder (Centre)	Moisés	31
1234	149738	TRUE	8	4	5	3	0	0	2	1	266	217	6	11	6.696666666666666	0	2	9	9	0	3	3	25	7	0	0	9	8	14	1	8	13	48	15	36	23	0	0	br	br	Palmeiras	Midfielder	-DL-MC-ML-MR-	176	65	Gustavo Henrique	Furtado Scarpa	Gustavo Scarpa	NA	1994-01-04	20	D(L),M(CLR)	Defender (Left) / Midfielder (Centre, Left, Right)	Gustavo Scarpa	25
1234	247520	TRUE	13	1	0	2	0	1	0	0	237	113	2	1	6.676428571428571	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	2	0	0	188	67	0	0	br	br	Palmeiras	Goalkeeper	-GK-	187	84	Jailson Marcelino	dos Santos	Jailson	NA	1981-07-19	21	GK	Goalkeeper	Jailson	37
1234	228262	TRUE	15	9	10	5	0	0	3	4	396	290	14	38	6.669583333333335	0	21	14	34	0	8	23	44	12	0	0	32	14	21	3	30	38	67	18	31	12	0	0	br	br	Palmeiras	Midfielder	-AMC-AML-AMR-	174	66	Hyoran	Kaue Dalmoro	Hyoran	NA	1993-05-24	22	AM(CLR)	Attacking Midfielder (Centre, Left, Right)	Hyoran	26
1234	4338	TRUE	20	0	0	5	0	1	2	0	719	638	44	28	6.594000000000001	0	11	17	13	5	98	9	10	4	12	1	3	1	18	3	0	7	0	0	86	46	0	0	br	br	Palmeiras	Defender	-DC-	187	82	Eduardo Luís	Abonizio de Souza	Edu Dracena	Edu Dracena	1981-05-17	23	D(C)	Defender (Centre)	Edu Dracena	38
1234	23997	TRUE	3	6	3	0	0	0	1	1	131	104	7	7	6.442222222222222	0	6	2	6	0	0	3	6	5	0	0	8	1	9	3	9	13	7	1	4	3	3	2	ve	br	Palmeiras	Midfielder	-AMC-	170	63	Alejandro	Guerra	NA	NA	1985-07-08	24	AM(C)	Attacking Midfielder (Centre)	Alejandro Guerra	33
1234	31960	TRUE	3	0	0	1	0	0	0	0	51	29	2	0	6.38	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	41	19	0	0	br	br	Palmeiras	Goalkeeper	-GK-	190	79	Fernando	Buttenbender Prass	Fernando Prass	NA	1978-07-08	25	GK	Goalkeeper	Fernando Prass	40
1234	318302	FALSE	1	4	1	0	0	0	0	0	46	42	0	1	6.322	0	4	2	2	0	1	1	2	2	0	0	2	2	7	1	4	6	5	0	2	2	0	0	NA	br	Palmeiras	Midfielder	NA	168	65	Artur Víctor	Guimarães	Artur	NA	1998-02-14	26	Midfielder	Midfielder	Artur	21
1234	42211	TRUE	9	9	3	2	0	0	0	0	337	286	5	19	6.253333333333334	0	12	7	13	0	13	2	8	1	0	0	7	1	6	0	11	7	21	3	30	19	0	0	br	br	Palmeiras	Midfielder	-DR-MC-MR-	170	70	Jean Raphael	Vanderlei Moreira	Jean	Jean	1986-06-23	27	D(R),M(CR)	Defender (Right) / Midfielder (Centre, Right)	Jean	32
1234	358068	FALSE	0	2	0	0	0	0	0	0	16	11	3	2	6.07	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	br	br	Palmeiras	Forward	NA	182	0	Rafael Elias	da Silva	Papagaio	NA	1999-04-11	28	Forward	Forward	Papagaio	20
1234	317656	FALSE	0	1	0	0	0	0	0	0	11	8	0	0	5.94	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	br	br	Palmeiras	Midfielder	-MC-	175	66	Danilo	das Neves Pinheiro	Tchê Tchê	NA	1992-08-29	29	M(C)	Midfielder (Centre)	Tchê Tchê	26
1244	284114	FALSE	7	0	3	0	0	0	1	1	616	584	5	5	7.534285714285715	1	4	17	3	0	2	4	5	2	1	0	10	14	30	0	9	7	4	0	33	30	1	1	br	br	Gremio	Midfielder	-DMC-	171	73	Arthur Henrique	Ramos de Oliveira Melo	Arthur	NA	1996-08-11	1	DMC	Defensive Midfielder (C)	Arthur	22
1244	146760	TRUE	24	3	6	5	0	0	10	3	732	607	9	24	7.38148148148148	4	23	14	30	0	5	16	88	39	1	0	22	92	46	7	56	54	27	6	37	27	7	4	br	br	Gremio	Midfielder	-AML-FW-	174	72	Everton	Sousa Soares	Everton	NA	1996-03-21	2	AM(L),FW	Attacking Midfielder (Left) / Forward	Everton	23
1244	147914	TRUE	18	0	5	3	0	0	1	6	1107	943	6	20	7.362222222222225	3	31	8	23	0	2	22	52	12	0	0	51	48	56	4	63	55	105	23	76	61	9	3	br	br	Gremio	Midfielder	-AMC-AML-AMR-FW-	180	73	Luan Guilherme	de Jesús Vieira	Luan	NA	1993-03-26	3	AM(CLR),FW	Attacking Midfielder (Centre, Left, Right) / Forward	Luan	26
1244	337900	TRUE	4	0	0	1	0	0	3	0	198	162	13	6	7.359999999999999	1	6	1	8	0	9	7	8	3	0	0	3	3	12	4	10	10	14	4	14	6	0	0	br	br	Gremio	Defender	-DL-	176	63	Luis Antonio	de Rocha Junior	Juninho Capixaba	NA	1997-07-05	4	D(L)	Defender (Left)	Juninho Capixaba	21
1244	31975	TRUE	20	0	0	3	0	0	2	0	991	873	55	24	7.327	2	41	47	14	2	102	9	19	6	14	0	5	4	8	0	5	5	10	2	131	65	0	0	br	br	Gremio	Defender	-DC-	190	84	Pedro	Tonon Geromel	Geromel	NA	1985-09-20	5	D(C)	Defender (Centre)	Geromel	33
1244	125450	TRUE	18	0	0	6	0	1	0	0	799	697	45	26	7.238333333333333	1	47	36	21	2	78	10	5	0	10	0	6	10	22	1	2	12	0	0	106	59	0	0	ar	br	Gremio	Defender	-DC-	185	86	Walter	Kannemann	NA	NA	1991-03-13	6	D(C)	Defender (Centre)	Walter Kannemann	28
1244	76880	TRUE	13	0	1	2	0	0	0	0	557	469	37	17	7.2361538461538455	1	18	20	11	2	74	8	6	1	11	0	2	6	16	1	1	5	1	0	89	43	1	0	br	br	Gremio	Defender	-DC-DR-	184	85	Jonathan	Doin	Paulo Miranda	Paulo Miranda	1988-08-15	7	D(CR)	Defender (Centre, Right)	Paulo Miranda	30
1244	101704	TRUE	26	0	1	3	0	0	0	0	1155	978	53	30	7.198846153846154	0	60	36	37	1	51	12	3	2	2	0	21	34	34	2	23	26	59	10	62	24	0	0	br	br	Gremio	Defender	-DL-	181	75	Bruno	Cortes Barbosa	Bruno Cortez	NA	1987-03-10	8	D(L)	Defender (Left)	Bruno Cortez	32
1244	300304	TRUE	13	0	1	2	0	0	0	1	601	526	21	16	7.154615384615385	0	39	23	14	0	40	11	6	2	4	0	8	9	9	0	4	16	21	4	35	11	0	0	br	br	Gremio	Defender	-DR-	182	79	Leonardo	Gomes da Conceiçao Silva	Leonardo Gomes	NA	1996-06-29	9	D(R)	Defender (Right)	Leonardo Gomes	22
1244	20753	FALSE	20	4	2	5	0	0	2	1	1516	1339	60	29	7.120000000000002	2	35	43	29	0	42	24	28	12	8	0	14	7	29	3	18	10	1	0	157	113	10	5	br	br	Gremio	Midfielder	-MC-ML-MR-	181	72	Cícero	Santos	Cícero	NA	1984-08-25	10	M(CLR)	Midfielder (Centre, Left, Right)	Cícero	34
1244	279482	TRUE	1	0	0	0	0	0	0	0	20	12	0	0	7.08	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	18	10	0	0	br	br	Gremio	Goalkeeper	-GK-	193	87	Bruno	Medeiros Grassi	Bruno Grassi	NA	1987-03-04	11	GK	Goalkeeper	Bruno Grassi	32
1244	131057	FALSE	21	0	4	10	0	0	0	0	1338	1161	29	38	7.004761904761906	0	35	20	35	1	24	27	26	9	9	0	41	7	26	1	15	28	65	25	65	40	4	1	br	br	Gremio	Midfielder	-DR-MC-MR-	168	67	Ramiro	Moschen Benetti	Ramiro	NA	1993-05-21	12	D(R),M(CR)	Defender (Right) / Midfielder (Centre, Right)	Ramiro	26
1244	16840	TRUE	18	0	9	0	0	0	0	4	1089	983	13	14	7.002777777777777	0	22	16	11	0	16	13	3	1	1	0	22	12	20	2	7	15	57	13	68	41	3	2	br	br	Gremio	Defender	-DR-MC-MR-	177	72	Leonardo	da Silva Moura	Léo Moura	Léo Moura	1978-10-22	13	D(R),M(CR)	Defender (Right) / Midfielder (Centre, Right)	Léo Moura	40
