# idh: Índice de Desenvolvimento Humano (IDH) (2000);
# renda: Renda per capita (2000);
# anfab: Alfabetizados - pessoas 15 anos e mais (2000);
???Sigla;Código;Município;idh;renda;alfab;
PE;2607604;Itamaracá;;155,541;80,479;
PE;2607653;Itambé;;78,078;60,039;
PE;2607703;Itapetim;;88,687;69,915;
PE;2607752;Itapissuma;;114,97;74,062;
PE;2607802;Itaquitinga;;81,825;65,357;
PE;2607901;Jaboatão dos Guararapes;;235,53;86,798;
PE;2607950;Jaqueira;;65,025;60,064;
PE;2608008;Jataúba;;72,749;53,286;
PE;2608057;Jatobá;;108,081;75,913;
PE;2608107;João Alfredo;;85,85;55,913;
PE;2608206;Joaquim Nabuco;;80,366;61,942;
PE;2608255;Jucati;;65,576;56,279;
PE;2608305;Jupi;;91,426;59,544;
PE;2608404;Jurema;;74,85;50,479;
PE;2608453;Lagoa do Carro;;114,798;69,556;
PE;2608503;Lagoa do Itaenga;;82,577;65,659;
PE;2608602;Lagoa do Ouro;;62,391;55,115;
PE;2608701;Lagoa dos Gatos;;74,156;48,143;
PE;2608750;Lagoa Grande;;102,824;65,948;
PE;2608800;Lajedo;;121,555;67,157;
PE;2608909;Limoeiro;;118,032;73,461;
PE;2609006;Macaparana;;78,044;61,31;
PE;2609105;Machados;;89,089;59,597;
PE;2609154;Manari;;30,429;42,99;
PE;2609204;Maraial;;60,567;57,233;
PE;2609303;Mirandiba;;66,53;66,557;
PE;2609402;Moreno;;100,34;76,853;
PE;2609501;Nazaré da Mata;;118,366;75,76;
PE;2609600;Olinda;;257,41;90,069;
PE;2609709;Orobó;;78,108;60,81;
PE;2609808;Orocó;;98,862;65,426;
PE;2609907;Ouricuri;;104,881;60,875;
PE;2610004;Palmares;;134,466;72,215;
PE;2610103;Palmeirina;;95,806;55,99;
PE;2610202;Panelas;;72,227;50,358;
PE;2610301;Paranatama;;67,083;55,311;
PE;2610400;Parnamirim;;85,999;70,386;
PE;2610509;Passira;;80,839;60,381;
PE;2610608;Paudalho;;105,717;71,34;
PE;2610707;Paulista;;213,376;91,568;
PE;2610806;Pedra;;87,141;57,69;
PE;2610905;Pesqueira;;113,1;68,038;
PE;2611002;Petrolândia;;115,553;75,705;
PE;2611101;Petrolina;;201,23;82,299;
PE;2611200;Poção;;80,49;55,722;
PE;2611309;Pombos;;107,007;62,606;
PE;2611408;Primavera;;84,882;67,332;
PE;2611507;Quipapá;;72,724;51,947;
PE;2611533;Quixaba;;55,97;64,04;
PE;2611606;Recife;;392,46;89,448;
PE;2611705;Riacho das Almas;;145,511;55,72;
PE;2611804;Ribeirão;;111,536;66,518;
PE;2611903;Rio Formoso;;81,969;66,216;
PE;2612000;Sairé;;84,57;57,662;
PE;2612109;Salgadinho;;78,852;59,238;
PE;2612208;Salgueiro;;141,922;76,946;
PE;2612307;Saloá;;75,74;54,741;
PE;2612406;Sanharó;;130,244;63,072;
PE;2612455;Santa Cruz;;61,371;53,846;
PE;2612471;Santa Cruz da Baixa Verde;;80,571;70,22;
PE;2612505;Santa Cruz do Capibaribe;;207,855;74,453;
PE;2612554;Santa Filomena;;50,244;58,724;
PE;2612604;Santa Maria da Boa Vista;;104,222;69,836;
PE;2612703;Santa Maria do Cambucá;;71,486;54,111;
PE;2612802;Santa Terezinha;;75,506;66,372;
PE;2612901;São Benedito do Sul;;58,547;51,649;
PE;2613008;São Bento do Una;;155,611;60,449;
PE;2613107;São Caitano;;93,864;57,386;
PE;2613206;São João;;76,666;59,747;
PE;2613305;São Joaquim do Monte;;76,609;52,425;
PE;2613404;São José da Coroa Grande;;97,581;66,482;
PE;2613503;São José do Belmonte;;82,265;64,342;
PE;2613602;São José do Egito;;97,282;70,926;
PE;2613701;São Lourenço da Mata;;124,579;77,238;
PE;2613800;São Vicente Ferrer;;78,34;58,231;
PE;2613909;Serra Talhada;;126,979;70,465;
PE;2614006;Serrita;;75,026;63,467;
PE;2614105;Sertânia;;100,997;66,428;
PE;2614204;Sirinhaém;;86,48;66,636;
PE;2614303;Moreilândia;;65,047;65,934;
PE;2614402;Solidão;;55,21;63,89;
PE;2614501;Surubim;;131,704;67,493;
PE;2614600;Tabira;;82,945;69,066;
PE;2614709;Tacaimbó;;79,242;55,882;
PE;2614808;Tacaratu;;69,82;64,113;
PE;2614857;Tamandaré;;84,146;63,12;
PE;2615003;Taquaritinga do Norte;;141,103;72,361;
PE;2615102;Terezinha;;52,941;54,21;
PE;2615201;Terra Nova;;98,744;71,876;
PE;2615300;Timbaúba;;118,639;71,324;
PE;2615409;Toritama;;195,273;65,376;
PE;2615508;Tracunhaém;;83,859;64,744;
PE;2615607;Trindade;;178,13;65,648;
PE;2615706;Triunfo;;113,129;77,286;
PE;2615805;Tupanatinga;;51,905;47,846;
PE;2615904;Tuparetama;;109,035;69,076;
PE;2616001;Venturosa;;100,1;64,566;
PE;2616100;Verdejante;;72,637;66,943;
PE;2616183;Vertente do Lério;;60,588;55,842;
PE;2616209;Vertentes;;98,749;61,162;
PE;2616308;Vicência;;79,727;67,096;
PE;2616407;Vitória de Santo Antão;;129,288;72,457;
PE;2616506;Xexéu;;64,988;56,057;
PE;2699919;Muribeca;;;;
PE;2699929;Nossa Senhora do Ó de Goyanna;;;;
PE;2699939;Cimbres;;;;
PI;2200053;Acauã;;39,592;65,354;
PI;2200103;Agricolândia;;66,681;66,76;
PI;2200202;Água Branca;;102,096;69,305;
PI;2200251;Alagoinha do Piauí;;96,077;48,526;
PI;2200277;Alegrete do Piauí;;97,911;52,153;
PI;2200301;Alto Longá;;64,215;54,088;
PI;2200400;Altos;;77,959;64,489;
PI;2200459;Alvorada do Gurguéia;;73,455;63,619;
PI;2200509;Amarante;;78,479;64,648;
PI;2200608;Angical do Piauí;;74,063;71,422;
PI;2200707;Anísio de Abreu;;88,088;62,283;
PI;2200806;Antônio Almeida;;81,003;73,201;
PI;2200905;Aroazes;;72,54;63,163;
PI;2200954;Aroeiras de Itaim;;;;
PI;2201002;Arraial;;59,794;61,012;
PI;2201051;Assunção do Piauí;;74,218;50,45;
PI;2201101;Avelino Lopes;;63,35;69,739;
PI;2201150;Baixa Grande do Ribeiro;;66,092;62,784;
PI;2201176;Barra D'Alcântara;;64,849;57,625;
PI;2201200;Barras;;75,302;57,41;
PI;2201309;Barreiras do Piauí;;79,09;78,609;
PI;2201408;Barro Duro;;91,499;61,306;
PI;2201507;Batalha;;63,056;55,078;
PI;2201556;Bela Vista do Piauí;;63,076;79,826;
PI;2201572;Belém do Piauí;;65,083;51,186;
PI;2201606;Beneditinos;;77,341;57,481;
PI;2201705;Bertolínia;;70,452;66,737;
PI;2201739;Betânia do Piauí;;35,492;51,134;
PI;2201770;Boa Hora;;56,595;50,804;
PI;2201804;Bocaina;;105,743;68,37;
PI;2201903;Bom Jesus;;132,145;70,642;
PI;2201919;Bom Princípio do Piauí;;66,527;55,952;
PI;2201929;Bonfim do Piauí;;73,685;60,807;
PI;2201945;Boqueirão do Piauí;;49,955;54,424;
PI;2201960;Brasileira;;66,332;56,891;
PI;2201988;Brejo do Piauí;;59,913;56,481;
PI;2202000;Buriti dos Lopes;;71,87;59,159;
PI;2202026;Buriti dos Montes;;59,458;53,986;
PI;2202059;Cabeceiras do Piauí;;48,034;53,046;
PI;2202075;Cajazeiras do Piauí;;70,058;58,505;
PI;2202083;Cajueiro da Praia;;63,556;62,077;
PI;2202091;Caldeirão Grande do Piauí;;68,221;51,478;
PI;2202109;Campinas do Piauí;;64,558;64,231;
PI;2202117;Campo Alegre do Fidalgo;;51,281;55,808;
PI;2202133;Campo Grande do Piauí;;62,892;54,991;
PI;2202174;Campo Largo do Piauí;;44,913;52,404;
PI;2202208;Campo Maior;;118,893;71,35;
PI;2202251;Canavieira;;63,163;67,997;
PI;2202307;Canto do Buriti;;100,976;63,642;
PI;2202406;Capitão de Campos;;62,149;61,625;
PI;2202455;Capitão Gervásio Oliveira;;53,385;62,517;
PI;2202505;Caracol;;72,664;57,933;
PI;2202539;Caraúbas do Piauí;;49,733;40,174;
PI;2202554;Caridade do Piauí;;58,196;60,111;
PI;2202604;Castelo do Piauí;;72,306;60,985;
PI;2202653;Caxingó;;52,247;43,579;
PI;2202703;Cocal;;61,199;53,66;
PI;2202711;Cocal de Telha;;67,078;54,491;
PI;2202729;Cocal dos Alves;;56,003;47,176;
PI;2202737;Coivaras;;58,438;59,882;
PI;2202752;Colônia do Gurguéia;;72,051;70,474;
PI;2202778;Colônia do Piauí;;61,185;56,775;
PI;2202802;Conceição do Canindé;;74,728;61,056;
PI;2202851;Coronel José Dias;;69,606;62,819;
PI;2202901;Corrente;;118,696;76,069;
PI;2203008;Cristalândia do Piauí;;70,863;67,127;
PI;2203107;Cristino Castro;;115,562;64,718;
PI;2203206;Curimatá;;117,789;77,544;
PI;2203230;Currais;;54,286;63,958;
PI;2203255;Curralinhos;;52,453;57,874;
PI;2203271;Curral Novo do Piauí;;57,278;55,792;
PI;2203305;Demerval Lobão;;83,864;66,505;
PI;2203354;Dirceu Arcoverde;;78,992;68,226;
PI;2203404;Dom Expedito Lopes;;109,952;68,842;
PI;2203420;Domingos Mourão;;45,305;59,83;
PI;2203453;Dom Inocêncio;;64,615;69,602;
PI;2203503;Elesbão Veloso;;72,512;60,428;
PI;2203602;Eliseu Martins;;79,732;67,341;
PI;2203701;Esperantina;;85,77;63,121;
PI;2203750;Fartura do Piauí;;69,924;64,964;
PI;2203800;Flores do Piauí;;70,562;56,558;
PI;2203859;Floresta do Piauí;;60,322;47,195;
PI;2203909;Floriano;;172,706;80,089;
PI;2204006;Francinópolis;;58,417;55,978;
PI;2204105;Francisco Ayres;;62,362;60,604;
PI;2204154;Francisco Macedo;;61,157;59,492;
PI;2204204;Francisco Santos;;97,216;64,164;
PI;2204303;Fronteiras;;111,479;60,301;
PI;2204352;Geminiano;;65,474;53,757;
PI;2204402;Gilbués;;86,863;69,29;
PI;2204501;Guadalupe;;116,608;75,861;
PI;2204550;Guaribas;;43,794;40,984;
PI;2204600;Hugo Napoleão;;71,195;58,088;
PI;2204659;Ilha Grande;;73,579;63,234;
PI;2204709;Inhuma;;102,915;63,994;
PI;2204808;Ipiranga do Piauí;;84,574;68,592;
PI;2204907;Isaías Coelho;;55,718;60,55;
PI;2205003;Itainópolis;;97,684;54,957;
PI;2205102;Itaueira;;109,776;66,396;
PI;2205151;Jacobina do Piauí;;59,883;55,176;
PI;2205201;Jaicós;;83,491;53,115;
PI;2205250;Jardim do Mulato;;60,146;58,554;
PI;2205276;Jatobá do Piauí;;69,256;62,537;
PI;2205300;Jerumenha;;73,42;72,255;
PI;2205359;João Costa;;61,851;65,472;
PI;2205409;Joaquim Pires;;62,539;52,802;
PI;2205458;Joca Marques;;52,094;53,624;
PI;2205508;José de Freitas;;80,279;67,133;
PI;2205516;Juazeiro do Piauí;;50,975;55,802;
PI;2205524;Júlio Borges;;51,372;77,433;
PI;2205532;Jurema;;61,795;55,327;
PI;2205540;Lagoinha do Piauí;;69,731;67,641;
PI;2205557;Lagoa Alegre;;55,138;56,495;
PI;2205565;Lagoa do Barro do Piauí;;57,377;61,435;
PI;2205573;Lagoa de São Francisco;;47,029;54,147;
PI;2205581;Lagoa do Piauí;;60,001;65,812;
PI;2205599;Lagoa do Sítio;;64,853;57,295;
PI;2205607;Landri Sales;;82,522;70,954;
PI;2205706;Luís Correia;;73,413;60,701;
PI;2205805;Luzilândia;;74,645;58,174;
PI;2205854;Madeiro;;50,445;52,595;
PI;2205904;Manoel Emídio;;64,822;64,159;
PI;2205953;Marcolândia;;91,374;58,566;
PI;2206001;Marcos Parente;;89,711;67,856;
PI;2206050;Massapê do Piauí;;55,968;44,882;
PI;2206100;Matias Olímpio;;60,519;53,663;
PI;2206209;Miguel Alves;;57,535;51,903;
PI;2206308;Miguel Leão;;70,41;62,113;
PI;2206357;Milton Brandão;;36,818;49,08;
PI;2206407;Monsenhor Gil;;75,799;66,324;
PI;2206506;Monsenhor Hipólito;;113,189;57,725;
PI;2206605;Monte Alegre do Piauí;;65,202;65,163;
PI;2206654;Morro Cabeça no Tempo;;48,266;68,781;
PI;2206670;Morro do Chapéu do Piauí;;46,436;53,196;
PI;2206696;Murici dos Portelas;;53,595;45,591;
PI;2206704;Nazaré do Piauí;;58,934;62,065;
PI;2206753;Nossa Senhora de Nazaré;;60,538;66,532;
PI;2206803;Nossa Senhora dos Remédios;;59,757;53,15;
PI;2206902;Novo Oriente do Piauí;;79,017;62,105;
PI;2206951;Novo Santo Antônio;;42,748;56,081;
PI;2207009;Oeiras;;109,04;66,941;
PI;2207108;Olho D'Água do Piauí;;62,579;58,216;
PI;2207207;Padre Marcos;;64,202;52,715;
PI;2207306;Paes Landim;;68,484;65,53;
PI;2207355;Pajeú do Piauí;;89,216;64,418;
PI;2207405;Palmeira do Piauí;;77,478;65,663;
PI;2207504;Palmeirais;;61,406;58,792;
PI;2207553;Paquetá;;53,013;45,366;
PI;2207603;Parnaguá;;66,549;68,45;
PI;2207702;Parnaíba;;164,765;77,326;
PI;2207751;Passagem Franca do Piauí;;55,115;51,216;
PI;2207777;Patos do Piauí;;70,445;51,173;
PI;2207793;Pau D'Arco do Piauí;;;;
PI;2207801;Paulistana;;88,547;59,978;
PI;2207850;Pavussu;;60,583;54,873;
PI;2207900;Pedro II;;64,695;61,259;
PI;2207934;Pedro Laurentino;;59,414;79,487;
PI;2207959;Nova Santa Rita;;48,41;62,676;
PI;2208007;Picos;;175,818;73,587;
PI;2208106;Pimenteiras;;58,147;54,288;
PI;2208205;Pio IX;;79,272;53,988;
PI;2208304;Piracuruca;;74,958;59,819;
PI;2208403;Piripiri;;106,49;65,929;
PI;2208502;Porto;;56,589;52,704;
PI;2208551;Porto Alegre do Piauí;;57,568;68,084;
PI;2208601;Prata do Piauí;;67,218;58,445;
PI;2208650;Queimada Nova;;47,338;59,91;
PI;2208700;Redenção do Gurguéia;;66,855;68,301;
PI;2208809;Regeneração;;76,875;58,717;
PI;2208858;Riacho Frio;;73,149;69,904;
PI;2208874;Ribeira do Piauí;;50,187;58,33;
PI;2208908;Ribeiro Gonçalves;;107,062;72,035;
PI;2209005;Rio Grande do Piauí;;85,852;64,74;
PI;2209104;Santa Cruz do Piauí;;98,564;63,571;
PI;2209153;Santa Cruz dos Milagres;;66,528;61,861;
PI;2209203;Santa Filomena;;71,767;64,994;
PI;2209302;Santa Luz;;71,908;69,26;
PI;2209351;Santana do Piauí;;70,13;57,569;
PI;2209377;Santa Rosa do Piauí;;74,006;64,556;
PI;2209401;Santo Antônio de Lisboa;;119,818;66,189;
PI;2209450;Santo Antônio dos Milagres;;56,208;64,755;
PI;2209500;Santo Inácio do Piauí;;87,102;62,17;
PI;2209559;São Braz do Piauí;;67,328;63,896;
PI;2209609;São Félix do Piauí;;84,172;62;
PI;2209658;São Francisco de Assis do Piauí;;45,939;56,099;
PI;2209708;São Francisco do Piauí;;58,206;61,075;
PI;2209757;São Gonçalo do Gurguéia;;68,745;68,582;
PI;2209807;São Gonçalo do Piauí;;79,198;65,967;
PI;2209856;São João da Canabrava;;71,716;58,266;
PI;2209872;São João da Fronteira;;67,228;52,593;
PI;2209906;São João da Serra;;56,894;55,973;
PI;2209955;São João da Varjota;;62,954;55,513;
PI;2209971;São João do Arraial;;59,221;55,319;
PI;2210003;São João do Piauí;;108,484;70,167;
PI;2210052;São José do Divino;;61,189;56,582;
PI;2210102;São José do Peixe;;74,262;65,403;
PI;2210201;São José do Piauí;;62,738;56,106;
PI;2210300;São Julião;;93,457;56,076;
PI;2210359;São Lourenço do Piauí;;66,638;73,889;
PI;2210375;São Luis do Piauí;;64,396;54,682;
PI;2210383;São Miguel da Baixa Grande;;62,277;56,335;
PI;2210391;São Miguel do Fidalgo;;42,261;62,292;
PI;2210409;São Miguel do Tapuio;;57,215;52,505;
PI;2210508;São Pedro do Piauí;;75,269;61,958;
PI;2210607;São Raimundo Nonato;;118,211;74,896;
PI;2210623;Sebastião Barros;;52,942;68,831;
PI;2210631;Sebastião Leal;;56,588;66,536;
PI;2210656;Sigefredo Pacheco;;52,284;58,078;
PI;2210706;Simões;;66,431;57,794;
PI;2210805;Simplício Mendes;;118,061;70,36;
PI;2210904;Socorro do Piauí;;57,367;63,497;
PI;2210938;Sussuapara;;80,551;62,278;
PI;2210953;Tamboril do Piauí;;62,954;51,798;
PI;2210979;Tanque do Piauí;;72,473;66,688;
PI;2211001;Teresina;;250,69;85,895;
PI;2211100;União;;64,592;60,967;
PI;2211209;Uruçuí;;90,936;69,759;
PI;2211308;Valença do Piauí;;137,437;69,312;
PI;2211357;Várzea Branca;;49,587;61,24;
PI;2211407;Várzea Grande;;81,005;59,6;
PI;2211506;Vera Mendes;;64,039;45,321;
PI;2211605;Vila Nova do Piauí;;73,804;58,317;
PI;2211704;Wall Ferraz;;63,125;52,834;
PI;2299919;Natal;;;;
PR;4100103;Abatiá;;148,918;79,01;
PR;4100202;Adrianópolis;;115,595;74,092;
PR;4100301;Agudos do Sul;;153,986;87,123;
PR;4100400;Almirante Tamandaré;;197,645;89,941;
PR;4100459;Altamira do Paraná;;122,746;76,667;
PR;4100509;Altônia;;185,518;83,234;
PR;4100608;Alto Paraná;;198,72;84,823;
PR;4100707;Alto Piquiri;;221,783;80,705;
PR;4100806;Alvorada do Sul;;214,316;85,368;
PR;4100905;Amaporã;;172,024;81,368;
PR;4101002;Ampére;;234,613;89,375;
PR;4101051;Anahy;;152,141;84,641;
PR;4101101;Andirá;;237,671;85,721;
PR;4101150;Ângulo;;205,513;83,178;
PR;4101200;Antonina;;196,799;88,556;
PR;4101309;Antônio Olinto;;127,929;88,766;
PR;4101408;Apucarana;;288,47;90,435;
PR;4101507;Arapongas;;304,072;91,564;
PR;4101606;Arapoti;;331;89,047;
PR;4101655;Arapuã;;120,698;78,998;
PR;4101705;Araruna;;188,285;86,225;
PR;4101804;Araucária;;242,059;94,221;
PR;4101853;Ariranha do Ivaí;;140,406;78,076;
PR;4101903;Assaí;;200,291;85,192;
PR;4102000;Assis Chateaubriand;;347,602;87,071;
PR;4102109;Astorga;;268,79;88,04;
PR;4102208;Atalaia;;231,459;86,667;
PR;4102307;Balsa Nova;;205,889;92,699;
PR;4102406;Bandeirantes;;230,805;87,083;
PR;4102505;Barbosa Ferraz;;158,501;77,127;
PR;4102604;Barracão;;235,192;87,552;
PR;4102703;Barra do Jacaré;;197,744;84,836;
PR;4102752;Bela Vista da Caroba;;136,764;85,91;
PR;4102802;Bela Vista do Paraíso;;258,667;83,101;
PR;4102901;Bituruna;;161,794;88,783;
PR;4103008;Boa Esperança;;181,609;85,075;
PR;4103024;Boa Esperança do Iguaçu;;186,627;85,84;
PR;4103040;Boa Ventura de São Roque;;168,216;83,636;
PR;4103057;Boa Vista da Aparecida;;176,938;81,753;
PR;4103107;Bocaiúva do Sul;;185,814;86,565;
PR;4103156;Bom Jesus do Sul;;110,78;82,181;
PR;4103206;Bom Sucesso;;175,399;80,575;
PR;4103222;Bom Sucesso do Sul;;200,031;86,68;
PR;4103305;Borrazópolis;;165,849;84,311;
PR;4103354;Braganey;;135,371;82,875;
PR;4103370;Brasilândia do Sul;;160,13;76,851;
PR;4103404;Cafeara;;171,66;77,938;
PR;4103453;Cafelândia;;263,552;91,992;
PR;4103479;Cafezal do Sul;;182,056;79,988;
PR;4103503;Califórnia;;209,255;86,217;
PR;4103602;Cambará;;246,634;88,169;
PR;4103701;Cambé;;265,448;90,549;
PR;4103800;Cambira;;206,015;83,915;
PR;4103909;Campina da Lagoa;;188,269;81,708;
PR;4103958;Campina do Simão;;129,926;86,009;
PR;4104006;Campina Grande do Sul;;212,535;92,19;
PR;4104055;Campo Bonito;;132,054;79,161;
PR;4104105;Campo do Tenente;;148,863;86,077;
PR;4104204;Campo Largo;;267,312;93,247;
PR;4104253;Campo Magro;;223,675;90,302;
PR;4104303;Campo Mourão;;283,08;89,319;
PR;4104402;Cândido de Abreu;;108,751;77,498;
PR;4104428;Candói;;178,831;85,828;
PR;4104451;Cantagalo;;150,73;85,233;
PR;4104501;Capanema;;233,215;89,993;
PR;4104600;Capitão Leônidas Marques;;244,606;88,51;
PR;4104659;Carambeí;;276,057;92,423;
PR;4104709;Carlópolis;;204,963;85,309;
PR;4104808;Cascavel;;347,008;93,013;
PR;4104907;Castro;;230,778;87,475;
PR;4105003;Catanduvas;;181,053;80,946;
PR;4105102;Centenário do Sul;;174,263;82,095;
PR;4105201;Cerro Azul;;123,802;75,516;
PR;4105300;Céu Azul;;256,811;90,126;
PR;4105409;Chopinzinho;;223,344;88,669;
PR;4105508;Cianorte;;312,63;89,613;
PR;4105607;Cidade Gaúcha;;224,451;84,952;
PR;4105706;Clevelândia;;194,549;87,051;
PR;4105805;Colombo;;236,158;92,779;
PR;4105904;Colorado;;281,728;88,067;
PR;4106001;Congonhinhas;;146,373;77,016;
PR;4106100;Conselheiro Mairinck;;203,578;80,257;
PR;4106209;Contenda;;207,598;92,503;
PR;4106308;Corbélia;;240,539;89,397;
PR;4106407;Cornélio Procópio;;316,351;89,387;
PR;4106456;Coronel Domingos Soares;;107,812;85,86;
PR;4106506;Coronel Vivida;;194,849;88,102;
PR;4106555;Corumbataí do Sul;;116,091;76,723;
PR;4106571;Cruzeiro do Iguaçu;;165,946;86,252;
PR;4106605;Cruzeiro do Oeste;;226,665;84,064;
PR;4106704;Cruzeiro do Sul;;191,477;84,07;
PR;4106803;Cruz Machado;;141,641;91,687;
PR;4106852;Cruzmaltina;;129,969;75,732;
PR;4106902;Curitiba;;619,822;96,625;
PR;4107009;Curiúva;;133,364;79,017;
PR;4107108;Diamante do Norte;;202,075;84,945;
PR;4107124;Diamante do Sul;;125,539;76,047;
PR;4107157;Diamante D'Oeste;;153,635;79,408;
PR;4107207;Dois Vizinhos;;263,009;90,156;
PR;4107256;Douradina;;228,614;81,914;
PR;4107306;Doutor Camargo;;233,89;84,927;
PR;4107405;Enéas Marques;;257,208;87,997;
PR;4107504;Engenheiro Beltrão;;258,82;86,01;
PR;4107520;Esperança Nova;;176,083;83,915;
PR;4107538;Entre Rios do Oeste;;337,951;96,33;
PR;4107546;Espigão Alto do Iguaçu;;145,515;81,871;
PR;4107553;Farol;;160,714;78,239;
PR;4107603;Faxinal;;218,061;81,233;
PR;4107652;Fazenda Rio Grande;;194,313;92,794;
PR;4107702;Fênix;;173,318;80,898;
PR;4107736;Fernandes Pinheiro;;137,402;86,906;
PR;4107751;Figueira;;176,953;81,69;
PR;4107801;Floraí;;250,77;86,81;
PR;4107850;Flor da Serra do Sul;;155,164;83,631;
PR;4107900;Floresta;;237,037;88,353;
PR;4108007;Florestópolis;;168,413;82,519;
PR;4108106;Flórida;;228,55;87,143;
PR;4108205;Formosa do Oeste;;193,911;86,231;
PR;4108304;Foz do Iguaçu;;326,188;92,523;
PR;4108320;Francisco Alves;;162,191;80,028;
PR;4108403;Francisco Beltrão;;307,969;91,646;
PR;4108452;Foz do Jordão;;154,414;84,725;
PR;4108502;General Carneiro;;177,492;86,916;
PR;4108551;Godoy Moreira;;122,486;71,033;
PR;4108601;Goioerê;;227,611;86,166;
PR;4108650;Goioxim;;119,783;85,184;
PR;4108700;Grandes Rios;;135,136;75,473;
PR;4108809;Guaíra;;250,682;87,415;
PR;4108908;Guairaçá;;169,891;80,969;
PR;4108957;Guamiranga;;115,001;90,493;
PR;4109005;Guapirama;;185,606;85,176;
PR;4109104;Guaporema;;181,018;83,038;
PR;4109203;Guaraci;;208,601;82,191;
PR;4109302;Guaraniaçu;;208,184;84,454;
PR;4109401;Guarapuava;;292,109;91,261;
PR;4109500;Guaraqueçaba;;107,133;80,162;
PR;4109609;Guaratuba;;274,31;92,096;
PR;4109658;Honório Serpa;;125,223;84,719;
PR;4109708;Ibaiti;;179,516;81,847;
PR;4109757;Ibema;;160,116;84,517;
PR;4109807;Ibiporã;;276,228;88,8;
PR;4109906;Icaraíma;;199,126;82,091;
PR;4110003;Iguaraçu;;218,314;84,952;
PR;4110052;Iguatu;;149,802;80,578;
PR;4110078;Imbaú;;145,411;76,749;
PR;4110102;Imbituva;;187,686;92,801;
PR;4110201;Inácio Martins;;150,422;86,7;
PR;4110300;Inajá;;170,872;78,889;
PR;4110409;Indianópolis;;195,615;83,413;
PR;4110508;Ipiranga;;167,322;89,497;
PR;4110607;Iporã;;179,926;83,292;
PR;4110656;Iracema do Oeste;;141,075;76,909;
PR;4110706;Irati;;213,039;93,154;
PR;4110805;Iretama;;159,607;77,835;
PR;4110904;Itaguajé;;204,399;78,726;
PR;4110953;Itaipulândia;;229,133;90,37;
PR;4111001;Itambaracá;;165,124;82,095;
PR;4111100;Itambé;;237,847;86,965;
PR;4111209;Itapejara d'Oeste;;215,444;89,149;
PR;4111258;Itaperuçu;;133,473;84,175;
PR;4111308;Itaúna do Sul;;143,266;79,554;
PR;4111407;Ivaí;;142,504;87,745;
PR;4111506;Ivaiporã;;220,465;83,254;
PR;4111555;Ivaté;;164,949;82,893;
PR;4111605;Ivatuba;;258,123;84,655;
PR;4111704;Jaboti;;173,842;80,988;
PR;4111803;Jacarezinho;;285,282;87,659;
PR;4111902;Jaguapitã;;217,271;84,344;
PR;4112009;Jaguariaíva;;217,769;89,429;
PR;4112108;Jandaia do Sul;;283,232;88,527;
PR;4112207;Janiópolis;;139,866;78,874;
PR;4112306;Japira;;180,774;82,795;
PR;4112405;Japurá;;227,568;87,239;
PR;4112504;Jardim Alegre;;147,621;79,655;
PR;4112603;Jardim Olinda;;179,336;79,045;
PR;4112702;Jataizinho;;187,541;84,251;
PR;4112751;Jesuítas;;218,135;82,933;
PR;4112801;Joaquim Távora;;207,393;85,871;
PR;4112900;Jundiaí do Sul;;203,051;79,877;
PR;4112959;Juranda;;193,714;85,338;
PR;4113007;Jussara;;212,62;87,406;
PR;4113106;Kaloré;;164,899;80,434;
PR;4113205;Lapa;;234,006;91,428;
PR;4113254;Laranjal;;105,857;74,93;
PR;4113304;Laranjeiras do Sul;;219,519;87,961;
PR;4113403;Leópolis;;195,08;83,564;
PR;4113429;Lidianópolis;;154,89;80,062;
PR;4113452;Lindoeste;;138,036;81,87;
PR;4113502;Loanda;;225,51;87,63;
PR;4113601;Lobato;;259,355;87,081;
PR;4113700;Londrina;;439,345;92,929;
PR;4113734;Luiziana;;148,148;80,677;
PR;4113759;Lunardelli;;154,536;77,886;
PR;4113809;Lupionópolis;;211,47;81,285;
PR;4113908;Mallet;;201,326;94,388;
PR;4114005;Mamborê;;178,049;86,249;
PR;4114104;Mandaguaçu;;237,208;87,897;
PR;4114203;Mandaguari;;238,948;88,227;
PR;4114302;Mandirituba;;229,359;89,752;
PR;4114351;Manfrinópolis;;116,831;81,542;
PR;4114401;Mangueirinha;;193,014;86,059;
PR;4114500;Manoel Ribas;;163,161;83,526;
PR;4114609;Marechal Cândido Rondon;;341,714;95,655;
PR;4114708;Maria Helena;;144,296;78,988;
PR;4114807;Marialva;;304,792;90,229;
PR;4114906;Marilândia do Sul;;191,238;83,125;
PR;4115002;Marilena;;179,277;82,845;
PR;4115101;Mariluz;;149,53;76,586;
PR;4115200;Maringá;;465,371;94,611;
PR;4115309;Mariópolis;;243,897;90,73;
PR;4115358;Maripá;;308,038;95,165;
PR;4115408;Marmeleiro;;197,319;87,96;
PR;4115457;Marquinho;;123,825;84,069;
PR;4115507;Marumbi;;185,704;84,137;
PR;4115606;Matelândia;;233,464;89,496;
PR;4115705;Matinhos;;286,572;94,198;
PR;4115739;Mato Rico;;103,886;77,282;
PR;4115754;Mauá da Serra;;182,734;80,355;
PR;4115804;Medianeira;;277,495;92,825;
PR;4115853;Mercedes;;349,047;93,423;
PR;4115903;Mirador;;154,582;77,081;
PR;4116000;Miraselva;;213,39;82,219;
